visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_yoast,heavy_plugin_revslider,heavy_plugin_gravityforms,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
107881,407217,7.13,08:15,19:30,49.61,72.1,69.82,79.12,64.63,82.73,377.88,1506.31,348.39,65,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,medium,60.9184
139839,719937,55.92,06:00,19:30,50.01,66.91,55.23,79.88,18.8,33.04,458.58,2621.11,340.87,20,"wpml,gravityforms",0,0,1,0,0,1,8.3,oui,oui,medium,60.1123
90494,272952,46.73,08:30,20:45,37.74,65.83,38.97,47.55,38.19,59.65,407.86,980.97,179.67,6,woocommerce,1,0,0,0,0,0,8.2,non,oui,small,41.7434
72735,458469,57.93,11:45,15:00,45.12,64.75,43.56,69.03,66.3,89.4,435.62,1634.66,174.33,2,woocommerce,1,0,0,0,0,0,8.3,non,oui,performance,53.0861
87602,159477,27.19,08:15,23:15,39.73,57.34,58.21,68.44,84.49,100.0,392.78,561.54,271.2,57,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,oui,small,53.8853
75228,331546,58.7,07:15,22:15,69.75,84.26,86.08,98.52,64.17,79.17,567.04,1189.19,274.05,64,"elementor,wpml,yoast",0,1,1,1,0,0,8.1,non,oui,medium,69.5499
888,3587,22.45,06:45,15:45,44.09,66.49,66.51,88.46,41.87,53.01,462.77,1.52,158.16,74,"elementor,wpml,yoast,gravityforms",0,1,1,1,0,1,8.3,non,non,medium,51.2577
73951,94156,78.39,06:45,18:00,54.09,67.19,56.9,70.99,48.34,61.07,643.13,354.32,204.04,20,"elementor,yoast",0,1,0,1,0,0,8.1,non,non,small,55.9355
111602,229656,49.41,07:15,22:45,51.45,81.7,61.87,82.89,64.18,86.0,451.19,807.48,301.89,38,elementor,0,1,0,0,0,0,8.2,oui,non,medium,58.4317
128492,796816,35.62,06:30,17:30,71.54,100.0,68.83,80.29,35.29,44.31,537.3,2850.92,267.99,4,"woocommerce,revslider",1,0,0,0,1,0,8.1,non,oui,medium,65.8627
13843,51480,71.17,10:15,17:15,55.48,71.88,72.14,89.44,82.24,100.0,548.23,168.62,137.12,61,"woocommerce,yoast",1,0,0,1,0,0,8.0,non,oui,performance,57.3281
102277,287056,77.61,12:15,18:00,44.57,76.41,47.91,60.02,64.08,68.85,447.14,1063.96,254.07,15,yoast,0,0,0,1,0,0,8.3,oui,non,medium,53.5959
16579,58569,54.71,11:00,22:45,31.49,58.05,49.68,77.42,45.45,64.53,256.87,250.44,147.93,52,elementor,0,1,0,0,0,0,8.2,oui,oui,medium,42.0902
4642,7910,40.71,10:45,15:30,30.51,57.68,48.88,69.21,47.58,59.68,229.42,16.64,114.36,51,,0,0,0,0,0,0,8.1,oui,non,small,33.3956
6943,42719,82.79,12:45,21:45,51.89,75.32,74.46,91.79,57.66,77.35,524.67,195.52,174.65,80,"woocommerce,yoast",1,0,0,1,0,0,8.3,non,non,medium,58.2695
17737,54883,13.64,08:30,22:00,37.83,52.2,42.63,58.34,22.01,38.18,254.01,203.95,58.0,8,"elementor,yoast",0,1,0,1,0,0,8.0,oui,oui,performance,37.9891
12648,63965,68.68,11:00,19:45,37.82,56.11,43.35,51.77,57.95,63.78,349.27,249.05,77.39,17,"yoast,revslider",0,0,0,1,1,0,8.1,oui,non,performance,40.6406
86704,133377,39.72,06:45,21:30,42.9,55.63,64.86,76.51,61.67,79.48,296.56,482.95,285.52,69,"elementor,wpml",0,1,1,0,0,0,8.3,oui,oui,medium,56.9574
138085,751815,79.66,11:15,16:45,64.73,78.31,80.7,100.0,29.0,36.65,537.75,2694.48,365.66,62,elementor,0,1,0,0,0,0,8.3,oui,non,medium,70.9469
114039,369649,33.51,07:30,15:15,41.92,62.75,52.1,77.24,70.13,79.87,320.54,1351.56,306.13,33,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,oui,medium,55.2241
109671,451235,68.33,12:30,21:00,43.68,53.69,62.09,78.46,11.26,17.83,467.78,1632.88,310.78,62,"woocommerce,yoast,gravityforms",1,0,0,1,0,1,8.3,oui,oui,medium,62.2029
17595,100440,78.55,10:15,23:45,31.46,45.49,42.06,61.0,52.11,74.9,213.07,430.19,80.13,28,"yoast,revslider",0,0,0,1,1,0,8.2,oui,oui,small,39.205
140739,577859,4.39,11:15,20:15,72.82,84.97,78.38,100.0,85.45,100.0,671.79,2071.49,346.36,34,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.3,non,oui,performance,72.081
75443,387951,12.04,06:00,22:15,52.83,68.75,71.43,95.0,61.67,82.43,415.4,1403.64,264.49,64,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,non,performance,56.9362
4748,6446,51.06,12:00,23:30,44.34,71.2,55.06,80.66,77.52,100.0,263.43,41.89,67.77,32,"yoast,revslider",0,0,0,1,1,0,8.3,non,non,small,41.6935
96392,391533,36.69,06:00,16:30,45.16,71.79,57.27,74.07,68.67,73.84,344.13,1403.43,254.9,37,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,oui,small,52.8152
105715,390406,55.03,08:15,16:15,73.73,86.45,87.61,100.0,54.16,76.38,774.06,1416.59,322.45,63,yoast,0,0,0,1,0,0,8.1,non,oui,performance,73.94
60150,183667,30.7,10:30,17:45,42.86,56.89,51.38,60.65,53.49,69.75,343.2,655.99,185.97,29,yoast,0,0,0,1,0,0,8.3,non,non,small,43.6011
107324,193491,67.13,06:30,16:30,48.26,76.49,69.89,81.27,66.98,84.92,392.9,740.13,340.52,72,woocommerce,1,0,0,0,0,0,8.1,oui,oui,medium,62.8535
104042,138612,43.7,06:15,19:00,48.35,64.64,52.7,62.21,86.69,100.0,554.77,529.26,244.66,23,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,oui,medium,56.899
87155,319411,32.06,10:45,20:45,36.94,51.47,47.24,72.4,47.78,64.64,278.22,1150.21,245.49,33,gravityforms,0,0,0,0,0,1,8.2,oui,oui,performance,47.602
51427,153793,73.26,06:30,23:30,39.98,62.22,45.68,53.79,31.48,49.06,390.32,571.17,137.42,19,"elementor,yoast",0,1,0,1,0,0,8.2,oui,non,medium,43.9066
149796,197095,36.53,06:00,15:00,63.07,75.24,69.82,79.37,46.08,60.02,617.08,711.17,376.0,35,"elementor,wpml,revslider",0,1,1,0,1,0,8.3,non,oui,medium,69.1199
93472,505624,34.98,11:00,16:30,57.58,84.64,78.18,90.73,56.16,69.03,438.5,1837.6,305.89,70,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.1,oui,non,small,63.5102
69329,426259,12.89,08:00,17:30,53.69,78.44,66.55,79.45,88.75,98.62,459.04,1523.16,229.67,45,woocommerce,1,0,0,0,0,0,8.2,non,non,small,50.654
114869,183722,3.72,07:30,19:30,37.55,52.87,44.39,69.03,55.19,76.49,413.29,665.67,285.22,23,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,non,small,44.4026
36447,199949,51.08,10:45,20:00,46.53,71.76,59.46,82.34,45.86,63.22,313.67,738.54,145.68,43,gravityforms,0,0,0,0,0,1,8.1,non,oui,medium,51.1822
143375,290729,16.76,10:45,22:45,81.73,95.36,78.5,97.69,19.09,38.02,665.34,1058.04,303.44,13,"wpml,yoast",0,0,1,1,0,0,7.4,non,non,medium,72.0478
110396,275053,12.19,07:30,19:00,46.64,64.09,55.13,68.71,74.85,86.21,439.75,984.21,273.93,33,"elementor,yoast",0,1,0,1,0,0,8.3,non,oui,medium,55.0702
95852,171417,45.51,08:30,19:00,42.18,52.41,63.45,80.47,62.47,74.6,399.57,614.6,308.34,67,wpml,0,0,1,0,0,0,8.0,oui,oui,small,57.2197
39995,169899,27.65,08:00,16:15,34.97,55.68,36.99,50.57,5.0,16.76,211.48,607.78,112.57,2,yoast,0,0,0,1,0,0,8.1,non,oui,small,36.1026
52769,171546,25.43,06:15,22:15,30.59,55.05,35.56,59.47,30.19,51.02,369.98,620.31,114.14,14,woocommerce,1,0,0,0,0,0,7.4,oui,non,medium,37.5408
142441,826512,26.1,07:30,17:00,60.89,69.83,68.36,83.06,41.79,58.69,629.84,2951.07,359.82,40,elementor,0,1,0,0,0,0,8.2,non,non,small,61.6138
108200,472762,7.24,07:45,23:15,46.6,75.53,57.18,84.05,23.97,37.39,446.4,1676.52,290.41,36,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,non,small,50.556
16718,39736,36.1,06:15,15:45,29.32,50.83,31.93,43.08,40.97,63.73,177.4,139.18,70.3,1,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,non,small,29.2364
120682,639333,2.3,06:00,23:15,52.75,83.35,55.0,76.15,41.3,59.43,507.05,2292.88,274.65,17,"woocommerce,wpml",1,0,1,0,0,0,8.2,non,non,small,53.0257
17845,102382,52.54,06:00,17:45,52.95,77.1,73.25,97.97,51.48,65.51,508.56,389.53,179.82,68,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,non,performance,55.4089
62225,157804,77.83,11:30,15:00,27.28,43.86,44.9,67.09,63.37,84.63,256.91,552.71,199.23,52,,0,0,0,0,0,0,8.3,oui,oui,small,44.9677
62581,195194,66.09,12:45,21:45,35.82,50.94,56.15,74.45,82.05,87.82,392.28,709.7,261.09,65,elementor,0,1,0,0,0,0,8.0,oui,oui,medium,53.8679
54417,275201,10.02,11:00,23:30,35.54,44.72,53.56,62.73,30.05,35.35,308.2,1022.83,195.7,54,"woocommerce,wpml",1,0,1,0,0,0,8.2,oui,non,small,40.8675
74335,366104,30.47,06:45,17:00,62.88,84.65,80.03,95.29,58.75,81.8,458.42,1323.07,293.15,62,,0,0,0,0,0,0,8.1,non,non,small,58.47
22912,132074,12.19,09:30,16:30,26.66,41.99,32.15,41.29,35.33,59.21,167.4,489.82,73.82,13,,0,0,0,0,0,0,7.4,non,non,medium,31.337
99209,464068,47.82,07:15,18:45,39.72,71.66,50.19,70.81,52.63,76.13,402.07,1660.17,265.04,35,"elementor,yoast",0,1,0,1,0,0,8.3,oui,non,small,48.8403
101551,244496,34.72,12:45,18:45,37.53,47.42,48.19,60.57,45.99,55.94,436.52,907.48,232.79,37,"elementor,wpml",0,1,1,0,0,0,8.0,oui,non,small,47.6161
127758,418417,13.06,06:45,21:15,35.54,56.01,49.11,63.53,74.47,81.22,225.91,1512.29,338.29,42,,0,0,0,0,0,0,8.3,oui,oui,medium,50.096
66758,221969,29.17,09:15,23:00,40.68,65.7,50.82,63.98,27.44,42.01,264.04,798.64,178.54,28,"elementor,wpml,yoast",0,1,1,1,0,0,8.2,oui,oui,small,43.2732
79622,262862,35.99,10:00,19:15,24.64,55.28,32.91,47.0,35.37,52.13,261.1,959.36,196.49,24,revslider,0,0,0,0,1,0,8.1,oui,oui,medium,39.6529
19979,48694,19.06,06:45,15:45,22.35,54.28,37.61,46.39,36.65,49.52,242.34,196.12,128.56,41,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,oui,small,29.4216
52142,202282,28.35,11:15,16:30,50.26,81.47,62.94,73.78,41.5,51.09,375.94,723.59,215.28,42,elementor,0,1,0,0,0,0,8.3,non,non,small,44.4264
84241,317798,66.47,06:00,16:30,63.72,79.25,69.4,79.74,40.03,60.19,574.46,1135.33,207.85,31,"wpml,yoast",0,0,1,1,0,0,7.4,oui,non,performance,60.4082
62502,270900,66.99,11:00,20:00,46.2,59.84,54.13,69.91,43.39,59.57,286.84,1002.69,200.44,27,gravityforms,0,0,0,0,0,1,8.0,oui,oui,performance,55.8248
148483,934123,61.05,09:15,16:30,72.95,87.36,70.79,87.03,57.6,81.58,714.58,3359.36,328.32,12,"elementor,wpml,yoast",0,1,1,1,0,0,7.4,non,oui,small,73.6762
41635,59420,64.03,08:15,21:15,41.54,64.85,61.18,71.94,71.38,82.78,211.01,264.41,201.99,61,,0,0,0,0,0,0,8.3,oui,non,medium,50.4449
7746,42658,51.04,12:00,17:00,40.82,71.81,43.62,69.18,71.13,92.4,311.13,198.27,42.05,4,"woocommerce,elementor,wpml,gravityforms",1,1,1,0,0,1,8.3,oui,oui,performance,44.6602
130129,426440,23.67,09:00,22:45,52.6,71.93,53.85,79.42,9.55,26.67,432.23,1578.88,259.45,9,"woocommerce,wpml,gravityforms",1,0,1,0,0,1,8.0,oui,non,small,55.0606
77352,131608,50.7,08:15,16:30,48.54,76.12,51.02,60.79,75.06,89.2,364.9,438.24,163.62,10,"woocommerce,yoast,revslider",1,0,0,1,1,0,8.2,oui,non,medium,51.2126
10702,59577,70.87,09:45,16:30,29.74,39.36,33.64,55.85,54.73,61.39,245.89,243.83,38.64,6,"elementor,yoast",0,1,0,1,0,0,8.3,oui,oui,medium,34.0392
140377,573095,58.66,09:30,21:15,39.46,50.24,49.49,66.11,38.46,46.91,434.08,2064.55,315.34,33,yoast,0,0,0,1,0,0,8.2,oui,oui,small,55.6912
31154,84019,58.69,08:00,18:30,36.01,59.1,51.94,73.99,59.78,71.17,309.62,274.37,150.13,47,revslider,0,0,0,0,1,0,8.2,oui,non,small,44.8849
143872,384819,57.9,06:30,19:45,66.14,92.17,69.92,79.04,54.6,69.78,597.12,1405.87,307.2,26,,0,0,0,0,0,0,8.1,non,oui,medium,71.0204
51679,151322,18.43,10:15,15:30,39.58,70.22,54.22,66.75,53.71,58.27,299.12,592.68,212.86,47,"woocommerce,yoast",1,0,0,1,0,0,8.0,non,oui,small,41.9796
51291,320431,7.55,08:00,23:15,26.75,40.36,31.71,49.02,71.12,79.77,325.53,1149.72,116.53,9,"wpml,revslider",0,0,1,0,1,0,8.1,oui,oui,small,30.475
31800,66733,35.86,08:15,18:00,40.89,64.47,66.16,80.35,96.0,100.0,407.31,273.37,192.02,79,yoast,0,0,0,1,0,0,8.2,non,oui,small,48.9567
25782,31949,60.52,07:00,19:00,26.73,55.19,28.32,47.52,49.74,69.19,337.42,128.9,61.92,2,"wpml,revslider",0,0,1,0,1,0,8.1,oui,non,medium,34.3647
120068,733121,21.94,11:00,15:30,61.82,78.42,74.56,87.48,46.62,60.37,403.37,2621.99,330.41,46,woocommerce,1,0,0,0,0,0,8.2,oui,non,medium,58.6246
63138,381860,18.14,12:30,21:30,39.89,66.77,56.91,66.82,61.24,69.18,386.24,1408.01,245.95,54,"woocommerce,elementor,yoast,gravityforms",1,1,0,1,0,1,8.2,oui,non,small,47.3838
83479,352828,19.26,11:45,20:00,57.5,88.82,78.67,95.63,32.11,50.85,487.26,1297.96,326.97,71,"elementor,revslider,gravityforms",0,1,0,0,1,1,8.1,oui,oui,performance,63.9143
47813,247143,72.45,10:15,20:15,69.94,86.93,80.73,92.82,68.85,87.62,643.27,922.22,171.23,52,"woocommerce,elementor,yoast,gravityforms",1,1,0,1,0,1,8.1,non,non,medium,69.5631
63570,222684,13.04,11:30,20:45,29.29,38.29,43.46,60.98,48.82,70.95,256.08,830.92,213.51,42,"elementor,wpml,yoast,gravityforms",0,1,1,1,0,1,8.0,oui,oui,small,42.0436
72414,103203,22.82,12:30,15:00,27.22,43.9,31.59,41.12,53.24,75.65,224.21,379.31,136.5,8,"elementor,wpml",0,1,1,0,0,0,8.3,oui,oui,small,32.6848
46592,113016,35.16,08:45,22:30,43.65,63.76,44.54,56.16,34.7,57.42,331.96,474.85,107.94,1,,0,0,0,0,0,0,8.1,non,non,small,38.3915
89414,520621,41.93,11:30,21:00,38.52,67.07,51.61,70.7,26.07,44.92,364.83,1856.09,306.43,41,"woocommerce,wpml,yoast",1,0,1,1,0,0,8.1,oui,oui,small,49.6184
69835,317205,59.15,06:00,19:30,27.91,44.67,30.64,39.63,34.71,49.0,329.94,1146.0,169.97,5,"elementor,revslider",0,1,0,0,1,0,8.2,oui,oui,small,38.6593
115248,435416,44.9,08:00,20:30,57.69,71.19,64.83,78.22,70.9,85.23,447.21,1540.64,277.63,30,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,non,medium,60.3914
116646,750432,70.16,12:00,18:00,52.08,70.77,69.66,80.81,84.29,100.0,401.86,2704.92,339.01,59,yoast,0,0,0,1,0,0,8.0,oui,oui,small,60.1713
95142,354437,75.61,12:45,21:15,54.61,80.15,77.02,100.0,55.6,74.56,427.32,1296.85,334.14,78,"elementor,wpml",0,1,1,0,0,0,7.4,oui,oui,medium,69.0845
15555,40597,51.4,08:00,19:45,32.21,61.02,36.82,54.13,12.5,19.63,191.94,203.55,65.14,7,woocommerce,1,0,0,0,0,0,8.2,oui,oui,medium,36.6549
133814,277883,41.7,09:00,19:30,43.24,70.36,49.4,76.98,23.39,42.53,391.14,1036.71,279.61,20,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,small,57.3254
104350,300804,73.61,08:15,19:45,54.68,65.58,58.54,86.42,77.91,83.83,520.77,1095.87,244.24,22,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,non,performance,61.1046
110370,487636,55.31,07:45,22:45,59.51,79.4,61.41,70.91,50.71,74.07,479.62,1759.07,235.82,17,woocommerce,1,0,0,0,0,0,8.3,non,non,small,57.3111
97423,528265,38.73,07:00,21:45,57.94,68.3,74.63,82.8,46.05,66.79,477.53,1921.13,286.99,62,woocommerce,1,0,0,0,0,0,8.2,oui,non,performance,64.1314
77821,477728,47.86,10:45,22:30,55.85,81.3,75.82,89.75,72.76,78.21,440.82,1740.16,292.27,72,,0,0,0,0,0,0,8.1,non,oui,medium,60.6255
84586,339954,28.02,07:45,17:30,36.25,48.13,39.19,66.47,30.64,52.98,311.63,1268.08,187.68,8,,0,0,0,0,0,0,8.2,oui,non,medium,42.9921
17939,46678,25.6,10:15,19:00,32.07,51.46,46.68,73.94,42.49,49.67,336.64,172.47,140.17,42,"woocommerce,wpml",1,0,1,0,0,0,8.2,non,oui,small,36.4669
137825,807037,75.12,12:45,18:00,67.87,87.88,87.82,100.0,37.69,55.66,540.07,2895.72,474.79,75,elementor,0,1,0,0,0,0,8.0,oui,non,small,73.3111
120573,703900,71.15,09:15,16:00,40.18,52.86,47.4,70.01,12.83,21.77,381.68,2565.57,281.65,27,elementor,0,1,0,0,0,0,8.1,oui,oui,medium,58.1402
136438,649516,66.36,12:30,21:00,95.76,100.0,97.0,100.0,77.23,87.46,871.28,2361.02,402.21,52,"woocommerce,elementor,revslider,gravityforms",1,1,0,0,1,1,8.2,non,non,medium,90.219
107139,668959,32.79,11:15,19:00,58.26,88.87,57.12,82.27,35.45,55.74,554.47,2427.64,262.48,7,woocommerce,1,0,0,0,0,0,8.1,non,non,small,55.5024
39784,125918,33.74,11:45,20:45,40.95,58.9,47.22,70.66,31.1,40.52,367.09,467.12,115.38,16,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.0,oui,oui,medium,43.6124
50458,228430,80.0,12:45,22:15,38.18,65.04,52.4,71.47,60.95,80.14,296.76,818.92,200.69,44,wpml,0,0,1,0,0,0,8.1,oui,oui,medium,49.9694
130023,459076,67.52,11:45,16:15,87.78,100.0,83.47,92.56,64.49,71.7,766.71,1716.31,285.11,7,yoast,0,0,0,1,0,0,7.4,non,non,small,72.5897
34832,179034,22.55,10:15,23:00,40.16,66.39,42.63,59.18,64.13,72.95,226.13,698.02,94.54,3,elementor,0,1,0,0,0,0,8.3,non,oui,medium,38.511
92238,191508,46.03,09:45,22:15,56.48,87.26,63.33,79.25,47.87,54.45,436.62,698.64,258.55,27,"elementor,wpml,yoast",0,1,1,1,0,0,8.1,oui,non,medium,61.3068
98729,575977,5.94,09:15,17:30,33.93,47.84,55.07,75.74,53.49,74.22,354.15,2073.38,328.84,67,yoast,0,0,0,1,0,0,8.3,oui,non,small,48.2074
27510,162572,56.31,10:00,15:30,26.8,54.01,51.86,74.69,66.64,90.06,323.51,562.45,209.17,76,"elementor,gravityforms",0,1,0,0,0,1,8.3,oui,oui,medium,45.8153
12679,58120,5.55,06:15,18:30,28.24,46.64,33.07,51.02,48.09,69.07,277.04,238.75,45.29,7,"elementor,wpml",0,1,1,0,0,0,8.1,oui,non,medium,30.0708
5094,11376,36.82,08:00,15:00,31.49,47.69,39.24,57.62,54.74,71.96,381.58,59.85,42.78,20,elementor,0,1,0,0,0,0,8.2,non,oui,performance,38.4421
118099,575345,78.4,07:00,17:00,80.95,97.31,97.0,100.0,39.33,59.82,684.5,2062.54,367.07,70,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,non,performance,80.287
43656,189380,57.39,12:00,17:30,39.9,70.96,47.57,70.26,46.35,58.87,337.86,703.64,153.22,25,yoast,0,0,0,1,0,0,8.3,non,oui,medium,48.0082
34071,42910,64.18,09:45,23:15,35.4,48.45,57.45,68.13,70.21,92.56,285.35,132.4,236.34,66,yoast,0,0,0,1,0,0,8.0,oui,oui,small,43.5528
136360,365987,80.45,07:45,18:30,42.7,68.86,58.78,82.41,37.37,47.31,447.19,1330.05,398.02,56,yoast,0,0,0,1,0,0,8.2,oui,oui,medium,64.0017
89042,138714,63.59,07:00,20:30,68.46,92.0,77.54,89.89,64.36,72.85,741.55,526.12,257.51,47,"woocommerce,gravityforms",1,0,0,0,0,1,8.0,non,oui,performance,67.9652
3709,14425,49.37,09:45,23:45,34.02,58.34,59.36,87.19,48.78,58.34,217.32,88.94,137.94,78,,0,0,0,0,0,0,8.2,non,oui,medium,42.9689
45569,88279,5.5,06:00,23:45,37.59,67.65,61.73,74.75,70.52,86.06,249.59,315.38,201.4,71,,0,0,0,0,0,0,8.2,oui,non,small,38.0381
71309,209752,24.42,08:15,21:15,37.31,49.01,42.65,69.75,67.72,72.11,169.22,737.25,177.79,14,,0,0,0,0,0,0,8.2,oui,non,medium,45.1572
71612,154641,49.92,11:15,18:30,48.28,76.08,62.01,83.37,24.88,31.61,422.67,585.68,224.71,46,"elementor,yoast",0,1,0,1,0,0,8.2,oui,non,medium,54.1947
117565,739273,71.08,10:45,21:30,62.15,89.21,85.85,100.0,72.84,90.53,442.0,2665.74,389.62,80,revslider,0,0,0,0,1,0,8.2,oui,oui,medium,74.3461
120105,265834,72.37,12:15,16:00,48.22,76.04,57.57,71.93,56.26,65.16,420.36,955.98,286.14,34,yoast,0,0,0,1,0,0,8.0,oui,oui,medium,59.4274
4803,14762,23.91,12:00,18:45,34.77,63.53,40.38,63.48,69.55,75.14,332.79,85.94,70.44,10,"elementor,yoast",0,1,0,1,0,0,7.4,oui,non,small,34.2934
43090,73715,47.19,09:00,19:30,40.95,50.98,55.06,66.95,57.84,63.38,383.25,285.68,164.59,45,"woocommerce,elementor,yoast,revslider",1,1,0,1,1,0,8.2,oui,oui,performance,49.9993
90086,579304,19.74,11:00,20:15,31.89,51.1,42.45,68.34,74.15,85.93,356.2,2131.65,235.94,34,elementor,0,1,0,0,0,0,8.2,oui,oui,performance,47.2385
5011,20259,9.45,10:00,18:00,42.06,66.44,59.04,74.21,73.35,91.16,350.42,115.92,83.65,52,"woocommerce,wpml",1,0,1,0,0,0,8.1,non,non,medium,44.0676
85634,226074,19.78,06:45,16:00,56.13,81.2,77.83,94.59,61.63,84.34,476.04,820.04,320.71,79,yoast,0,0,0,1,0,0,7.4,oui,non,performance,62.653
11655,59482,29.3,12:15,22:15,26.5,37.13,38.08,59.36,34.45,38.78,191.51,221.43,61.63,30,revslider,0,0,0,0,1,0,8.2,oui,non,medium,30.8736
85972,118614,10.52,10:15,21:00,35.45,66.84,54.48,78.81,61.62,82.44,388.46,445.78,274.43,56,"woocommerce,yoast",1,0,0,1,0,0,8.3,oui,oui,small,47.6442
11217,52939,78.45,11:30,15:30,36.93,62.83,58.04,68.67,84.39,97.02,354.46,178.69,168.03,71,woocommerce,1,0,0,0,0,0,8.0,non,oui,medium,52.2156
110816,379928,20.38,11:45,20:00,52.28,74.15,58.02,81.73,48.4,68.4,318.49,1348.98,233.48,18,,0,0,0,0,0,0,8.1,oui,non,small,49.007
68880,103423,52.85,07:15,23:30,36.97,56.41,48.27,59.89,48.29,65.32,276.29,401.73,181.1,33,,0,0,0,0,0,0,8.1,oui,oui,medium,47.6637
142694,480196,54.48,06:45,22:45,43.15,63.66,52.64,62.41,44.33,66.8,362.81,1728.72,348.57,31,yoast,0,0,0,1,0,0,8.2,oui,oui,small,57.2443
12538,19498,80.36,12:00,17:15,20.63,43.33,28.9,51.87,49.72,73.03,275.61,133.7,68.72,20,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,oui,small,28.9215
130467,816567,67.92,07:15,22:30,60.39,86.36,80.66,100.0,33.09,46.91,531.01,2949.99,367.23,71,"elementor,yoast",0,1,0,1,0,0,7.4,oui,oui,small,69.4354
61930,328691,26.45,07:45,22:30,34.97,45.44,56.02,72.73,62.64,66.81,275.37,1194.73,267.05,65,yoast,0,0,0,1,0,0,8.2,oui,non,small,42.8334
73171,288578,57.74,10:45,16:30,52.67,68.39,73.2,98.71,61.38,78.07,404.32,1058.85,245.01,67,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,non,small,59.7743
104694,320887,44.84,10:00,15:45,42.89,58.56,54.7,65.8,64.49,69.26,545.16,1161.21,294.64,42,"wpml,yoast,gravityforms",0,0,1,1,0,1,8.1,oui,non,small,54.1499
93340,250097,11.72,06:15,23:15,49.97,65.13,68.13,92.06,41.94,46.26,369.89,898.84,273.67,57,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.2,oui,oui,medium,57.4983
131987,518111,32.47,12:00,22:15,44.83,75.99,67.91,87.98,45.1,56.27,375.3,1877.88,419.17,77,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.0,oui,oui,small,66.1416
124725,785632,32.12,10:45,18:45,61.17,74.88,69.54,96.13,74.78,98.52,562.03,2831.37,311.86,39,elementor,0,1,0,0,0,0,8.1,oui,non,performance,64.9812
33253,134703,31.07,07:30,21:30,50.76,64.62,52.98,80.79,20.85,35.63,330.15,467.08,108.14,8,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,non,non,small,42.2293
41242,234655,52.83,12:00,17:45,35.35,67.17,47.01,69.94,52.72,66.03,289.81,883.24,133.29,33,"yoast,revslider",0,0,0,1,1,0,8.3,oui,oui,medium,43.9238
131507,163526,56.19,11:00,18:30,50.01,62.68,72.2,91.76,62.09,68.82,428.29,582.94,407.94,76,,0,0,0,0,0,0,8.3,oui,oui,performance,67.5182
121520,380392,10.86,09:15,17:00,52.44,75.28,60.24,73.18,70.85,74.96,371.89,1379.98,307.7,27,"woocommerce,wpml,revslider",1,0,1,0,1,0,8.0,oui,oui,medium,58.5464
146714,392153,84.57,12:30,16:30,61.04,76.94,78.7,100.0,70.85,77.44,495.34,1437.99,410.5,61,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,small,72.6694
137391,173047,12.96,10:00,15:45,45.3,66.4,68.05,76.24,61.7,83.84,352.94,656.44,415.16,76,,0,0,0,0,0,0,7.4,oui,oui,medium,62.3114
93875,242237,46.27,12:30,22:15,59.1,83.7,71.53,93.24,57.08,65.44,435.65,874.01,260.49,45,"elementor,yoast",0,1,0,1,0,0,8.1,oui,non,medium,62.3102
144366,368047,50.38,06:45,21:30,64.6,85.39,78.39,87.62,68.25,73.37,521.14,1332.6,384.96,54,"woocommerce,wpml,gravityforms",1,0,1,0,0,1,8.3,oui,non,medium,71.558
110596,272314,35.62,06:15,19:45,61.84,75.21,81.63,89.85,69.92,78.24,556.09,985.63,323.78,72,"elementor,gravityforms",0,1,0,0,0,1,8.1,non,oui,small,65.0958
133126,164604,78.34,11:45,20:00,39.86,55.54,49.51,62.53,9.34,21.95,464.4,633.4,348.53,37,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,small,57.8168
