visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_jetpack,heavy_plugin_buddypress,heavy_plugin_yoast,heavy_plugin_wordfence,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
58971,82194,3.59,08:45,23:00,32.94,58.94,64.13,93.95,42.0,92.94,1379.81,374.13,967.62,67,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,non,non,performance,100.0
144285,464369,25.2,09:45,17:45,84.24,100.0,79.25,89.8,48.65,57.12,3400.65,1515.72,1946.63,18,"woocommerce,elementor,wpml",1,1,1,0,0,0,0,8.3,non,oui,medium,100.0
110164,254615,62.33,10:45,19:45,54.6,72.24,54.95,63.07,63.33,68.24,2663.68,920.34,1538.29,31,"woocommerce,elementor,yoast",1,1,0,0,0,1,0,8.2,non,oui,performance,100.0
6513,24600,41.32,09:00,16:00,9.91,24.67,34.96,46.6,31.11,33.48,221.81,159.25,157.74,32,"woocommerce,jetpack",1,0,0,1,0,0,0,8.0,oui,oui,medium,43.1933
82569,219560,43.29,12:00,21:30,31.49,65.61,49.55,58.78,46.49,58.26,1903.85,867.14,1188.9,26,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.1,oui,non,medium,75.2918
111026,341677,23.81,11:15,21:00,60.03,86.31,73.23,87.95,46.74,53.61,2602.03,1135.3,1639.51,58,elementor,0,1,0,0,0,0,0,8.1,non,non,small,100.0
56626,91833,83.05,06:45,17:15,33.69,60.9,49.03,57.7,47.47,50.81,1338.48,406.09,824.99,35,"elementor,wordfence",0,1,0,0,0,0,1,8.0,oui,oui,medium,40.5869
103604,193149,0.26,06:15,15:00,48.82,64.47,76.25,100.0,62.34,73.08,2564.74,700.3,1548.4,54,elementor,0,1,0,0,0,0,0,8.1,non,oui,medium,84.4749
93974,242053,0.93,10:15,21:15,49.89,61.38,53.02,69.76,47.85,58.79,2236.27,871.17,1254.97,12,"elementor,wpml",0,1,1,0,0,0,0,8.3,non,non,small,63.9007
49242,236304,63.2,10:00,15:00,40.29,85.76,56.09,88.29,30.48,44.46,1218.45,870.3,709.86,15,"buddypress,wordfence",0,0,0,0,1,0,1,8.2,oui,non,small,49.5783
1125,3462,11.11,07:30,15:45,18.82,32.03,26.32,34.9,43.61,56.47,97.18,12.49,171.38,57,,0,0,0,0,0,0,0,8.2,oui,non,small,43.6147
5325,20709,57.54,10:45,17:00,15.99,30.47,38.22,78.84,39.62,41.95,131.93,169.65,196.14,49,wpml,0,0,1,0,0,0,0,8.1,non,non,small,100.0
103570,148749,76.57,12:15,18:45,33.32,64.74,61.28,69.65,47.4,55.4,2564.22,610.07,1429.25,19,"woocommerce,elementor,jetpack,wordfence",1,1,0,1,0,0,1,8.0,oui,oui,small,64.6183
116310,585424,37.81,06:30,23:00,49.67,88.12,69.07,89.18,66.08,70.24,2841.72,1768.96,1624.32,24,"woocommerce,buddypress",1,0,0,0,1,0,0,8.0,oui,oui,small,50.3009
55689,241209,3.21,07:45,20:30,30.56,41.87,79.29,100.0,44.9,71.05,1293.22,886.26,915.03,53,"woocommerce,elementor,buddypress",1,1,0,0,1,0,0,8.0,oui,oui,performance,67.7208
71415,381530,8.5,09:30,17:15,30.25,84.31,68.71,98.29,33.65,36.69,1738.84,1273.31,1121.71,65,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,oui,small,42.9016
77061,98110,83.24,12:45,19:30,49.41,64.55,66.12,100.0,12.3,29.19,1873.91,451.25,1196.54,56,wpml,0,0,1,0,0,0,0,8.2,non,non,medium,100.0
132464,637167,49.96,12:00,23:30,72.28,95.17,91.64,100.0,48.54,100.0,3241.63,1909.4,1960.22,73,"woocommerce,jetpack",1,0,0,1,0,0,0,8.0,non,oui,performance,100.0
78535,389121,4.15,12:00,21:30,36.21,50.71,78.09,100.0,50.7,50.97,1819.99,1338.22,1209.83,53,"woocommerce,buddypress",1,0,0,0,1,0,0,8.1,oui,non,medium,47.1475
85646,270428,53.42,12:15,16:45,48.98,63.16,50.91,59.25,24.29,39.73,1920.95,947.73,1193.21,27,"elementor,jetpack",0,1,0,1,0,0,0,8.2,non,oui,performance,86.3599
83784,423242,64.93,09:45,22:45,41.17,70.89,72.68,92.94,45.19,48.27,2094.67,1385.65,1293.75,61,"woocommerce,elementor,buddypress,yoast",1,1,0,0,1,1,0,8.1,oui,oui,small,71.1455
19565,118781,1.4,06:45,16:15,7.78,30.72,42.4,79.49,47.97,55.19,595.56,512.98,469.04,77,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,non,medium,58.0928
105373,276139,40.07,11:00,18:00,44.51,56.58,81.0,100.0,42.54,43.51,2567.53,998.87,1531.02,33,"elementor,buddypress",0,1,0,0,1,0,0,8.3,non,non,small,89.1729
136205,407434,37.52,06:45,19:30,56.26,72.07,86.16,100.0,55.31,61.75,3313.6,1352.3,1980.15,59,"woocommerce,wpml",1,0,1,0,0,0,0,8.0,oui,non,small,86.3201
16641,25850,74.94,10:30,22:00,24.26,64.61,24.87,46.36,42.38,62.51,533.3,177.98,293.14,19,elementor,0,1,0,0,0,0,0,8.1,oui,non,medium,51.0404
10731,57384,27.48,08:30,20:30,5.0,37.32,32.07,40.82,59.46,65.25,289.31,292.23,254.99,37,,0,0,0,0,0,0,0,8.1,oui,oui,small,39.211
73372,369160,22.22,07:15,23:45,36.91,58.06,58.45,75.49,35.37,36.96,1720.18,1257.55,991.85,4,"wpml,jetpack",0,0,1,1,0,0,0,8.3,non,non,performance,100.0
114733,225774,39.98,06:45,16:30,57.95,93.26,86.53,100.0,23.91,28.56,2915.93,813.25,1609.53,31,"woocommerce,elementor,wpml",1,1,1,0,0,0,0,8.2,oui,oui,small,28.9685
12518,68959,37.64,06:00,22:45,11.13,50.32,47.22,56.74,29.03,37.78,164.05,285.92,309.75,63,buddypress,0,0,0,0,1,0,0,8.1,non,oui,medium,100.0
111536,597739,66.16,07:00,15:30,66.25,100.0,73.3,100.0,55.93,62.29,2563.63,1884.66,1553.97,22,elementor,0,1,0,0,0,0,0,8.2,oui,non,small,68.6689
35161,146375,54.75,12:30,22:00,32.09,68.75,62.36,87.69,56.58,77.32,928.86,575.65,665.65,70,"woocommerce,jetpack,buddypress",1,0,0,1,1,0,0,8.1,oui,oui,small,39.3582
27564,168584,79.84,07:45,18:00,17.82,28.08,47.45,70.84,66.19,66.35,715.08,662.31,534.04,70,,0,0,0,0,0,0,0,8.3,oui,oui,medium,46.0373
28430,98951,47.49,11:45,22:15,31.28,51.18,36.0,68.48,41.15,59.76,698.16,451.19,374.11,6,"woocommerce,wpml",1,0,1,0,0,0,0,8.1,oui,non,performance,50.602
78944,273195,48.5,11:30,21:45,44.77,58.72,75.26,98.15,45.65,53.36,1875.47,957.47,1260.33,70,"buddypress,yoast",0,0,0,0,1,1,0,8.2,oui,oui,medium,37.7102
89827,336698,65.84,12:15,18:15,55.17,68.18,69.1,93.37,12.95,22.47,2081.23,1146.17,1252.62,20,"jetpack,wordfence",0,0,0,1,0,0,1,8.1,oui,oui,performance,58.2288
69287,268714,75.25,07:45,20:00,54.55,78.65,55.86,64.16,28.99,31.1,1546.42,949.86,1025.82,35,,0,0,0,0,0,0,0,7.4,non,non,small,100.0
90934,225831,41.58,12:00,18:30,30.18,46.34,62.18,80.94,29.23,36.49,2046.77,849.95,1332.39,39,"elementor,wpml,wordfence",0,1,1,0,0,0,1,8.2,oui,non,performance,79.1553
120773,653914,41.69,08:45,20:30,75.12,86.36,84.43,100.0,62.32,66.92,2748.66,1943.17,1745.73,53,,0,0,0,0,0,0,0,8.1,non,oui,small,100.0
124644,340011,41.34,07:30,15:45,60.11,77.54,96.36,100.0,51.1,60.34,2928.89,1141.35,1851.96,75,jetpack,0,0,0,1,0,0,0,8.1,oui,non,small,58.6146
109391,143520,21.79,07:00,22:45,42.86,72.11,56.71,71.83,40.45,54.43,2707.57,569.75,1554.46,34,jetpack,0,0,0,1,0,0,0,8.1,oui,oui,medium,38.9315
78300,363115,48.69,10:00,21:15,40.16,62.7,71.25,88.27,42.53,57.26,1823.65,1227.05,1224.3,62,"woocommerce,elementor",1,1,0,0,0,0,0,8.0,non,oui,small,100.0
32862,195549,55.0,08:00,17:00,17.18,34.97,49.59,69.02,40.28,63.34,1013.65,741.47,530.59,40,"woocommerce,elementor,jetpack,yoast",1,1,0,1,0,1,0,8.2,oui,oui,medium,66.4609
111715,655188,47.56,12:15,23:15,50.02,66.03,74.76,100.0,46.29,50.48,2750.33,1962.56,1585.45,36,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,oui,small,44.2685
100980,162649,15.41,09:30,16:15,53.79,75.9,67.12,86.7,36.64,37.78,2235.23,601.25,1447.91,38,jetpack,0,0,0,1,0,0,0,8.3,oui,oui,small,43.1942
133368,727078,2.21,06:00,19:45,71.48,98.2,71.87,91.3,52.65,58.43,3138.12,2161.92,1828.84,27,,0,0,0,0,0,0,0,8.1,non,oui,medium,97.3464
106865,299175,58.84,10:30,23:45,46.97,60.02,53.61,100.0,35.37,57.22,2547.99,1006.42,1455.08,8,woocommerce,1,0,0,0,0,0,0,7.4,oui,non,medium,57.0032
20073,42268,81.78,06:30,20:45,21.21,38.71,55.07,99.92,66.29,78.55,450.71,201.73,396.83,52,"woocommerce,elementor",1,1,0,0,0,0,0,8.0,oui,oui,small,36.9331
85475,473034,33.81,07:30,23:45,49.92,67.25,58.8,92.18,43.57,44.76,2033.2,1478.68,1178.57,8,"woocommerce,buddypress",1,0,0,0,1,0,0,8.3,non,oui,medium,82.1493
108160,200100,66.67,06:00,18:45,57.53,79.9,69.86,79.57,22.88,27.28,2703.82,749.71,1543.37,22,elementor,0,1,0,0,0,0,0,8.1,oui,non,small,61.4725
149585,562271,1.76,10:00,17:00,87.38,100.0,67.29,100.0,46.27,52.01,3578.3,1745.05,1993.76,4,wordfence,0,0,0,0,0,0,1,8.2,non,oui,small,74.5825
49224,73871,65.7,07:45,20:45,37.02,52.05,50.72,73.6,45.97,59.56,1203.04,347.54,891.1,74,"jetpack,yoast,wordfence",0,0,0,1,0,1,1,8.3,oui,non,small,69.093
129024,555422,56.25,06:30,19:15,65.99,77.4,88.49,100.0,40.75,91.02,2949.04,1679.39,1903.06,54,,0,0,0,0,0,0,0,8.2,non,non,small,100.0
41745,71873,18.44,10:45,21:00,30.75,41.04,41.12,50.54,48.94,53.42,1018.99,375.94,632.58,22,woocommerce,1,0,0,0,0,0,0,8.0,oui,oui,medium,47.0168
56563,80190,23.11,11:00,20:15,37.91,50.62,22.54,40.2,58.69,61.78,1217.21,348.51,790.3,12,"wpml,jetpack,buddypress,wordfence",0,0,1,1,1,0,1,8.3,oui,oui,small,26.0431
144450,771766,10.86,07:30,19:30,67.95,100.0,79.41,92.69,55.95,57.27,3584.88,2196.9,1965.39,17,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.3,non,oui,medium,76.074
24681,138991,77.07,06:00,23:30,29.64,51.44,32.93,53.79,38.17,50.93,554.14,556.21,396.16,23,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,non,oui,performance,93.0366
31008,140500,78.39,06:15,22:30,18.79,45.83,35.83,92.11,57.72,65.32,957.61,525.1,517.44,32,"jetpack,yoast",0,0,0,1,0,1,0,8.2,non,oui,medium,94.4586
125314,404944,47.58,10:30,22:45,64.73,81.88,65.4,82.89,34.98,55.48,3113.75,1352.31,1715.2,25,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,8.2,oui,non,small,59.5503
137188,863904,5.18,08:45,15:30,58.45,72.89,80.1,100.0,60.13,66.0,3308.56,2425.91,1921.49,50,"jetpack,yoast",0,0,0,1,0,1,0,8.0,oui,oui,medium,73.8163
15761,62610,84.88,07:15,22:00,28.66,58.47,44.76,60.03,57.74,82.13,412.99,308.62,258.82,21,"wpml,wordfence",0,0,1,0,0,0,1,8.0,oui,oui,medium,38.7675
123567,409829,2.08,12:00,16:15,52.18,91.92,68.74,96.65,73.45,96.81,2898.8,1364.91,1721.34,14,,0,0,0,0,0,0,0,8.0,non,oui,medium,64.4003
88379,482961,7.58,07:15,19:30,38.82,59.11,84.05,100.0,59.9,79.79,1937.41,1527.56,1381.43,73,jetpack,0,0,0,1,0,0,0,8.1,non,oui,medium,89.1688
131801,615563,11.26,07:00,23:30,83.34,100.0,77.74,95.89,52.45,91.34,3197.09,1877.42,1872.43,38,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,non,medium,59.3368
74558,448297,38.21,12:00,22:45,41.56,73.08,50.68,63.19,37.94,42.35,1864.88,1454.4,1028.82,23,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.0,oui,non,medium,75.1559
87918,495825,80.22,09:45,20:30,33.15,80.39,52.53,62.0,14.31,28.59,2084.17,1557.71,1257.98,31,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,non,small,57.4239
34840,187148,23.86,12:45,23:45,20.84,35.51,58.19,67.98,57.28,75.58,897.85,760.17,667.24,65,"woocommerce,wpml,jetpack",1,0,1,1,0,0,0,8.0,non,non,small,100.0
87727,418944,71.3,12:45,20:45,48.04,75.55,70.42,80.91,54.08,56.8,2101.54,1389.17,1306.37,57,"woocommerce,elementor,jetpack,yoast,wordfence",1,1,0,1,0,1,1,8.2,non,oui,performance,91.2604
62790,359934,20.52,11:30,17:45,32.74,52.13,39.28,65.08,64.65,73.35,1324.33,1222.96,872.51,13,,0,0,0,0,0,0,0,8.1,oui,non,performance,63.2927
60417,340976,55.9,12:00,20:45,28.41,53.67,59.25,76.53,87.18,88.03,1278.81,1143.35,990.14,65,woocommerce,1,0,0,0,0,0,0,8.3,oui,oui,small,54.3721
42006,154634,82.56,06:15,23:45,21.64,37.97,51.69,83.23,30.18,35.13,955.01,586.16,687.04,58,"wpml,wordfence",0,0,1,0,0,0,1,8.2,oui,non,performance,68.3854
60168,220262,75.38,12:45,22:15,23.33,37.47,41.8,51.31,46.83,57.53,1415.13,836.61,907.77,51,woocommerce,1,0,0,0,0,0,0,8.0,non,non,medium,100.0
25250,118976,37.87,07:45,15:15,22.87,52.4,24.02,48.66,44.82,53.84,694.06,528.77,393.4,21,"elementor,wpml,jetpack",0,1,1,1,0,0,0,8.1,non,oui,small,78.742
127608,341735,73.17,06:45,23:30,62.78,81.0,71.98,99.59,33.11,37.95,2988.21,1145.42,1773.18,16,"elementor,jetpack",0,1,0,1,0,0,0,8.0,oui,oui,small,60.7025
60776,367174,57.94,06:45,17:30,29.8,46.68,65.62,75.29,67.73,74.94,1406.07,1258.35,966.37,60,"elementor,jetpack",0,1,0,1,0,0,0,8.3,oui,oui,small,65.8314
58194,268262,64.56,08:45,15:15,40.01,55.42,60.59,74.7,33.76,57.39,1299.83,997.99,882.87,55,wordfence,0,0,0,0,0,0,1,8.3,oui,oui,medium,39.9264
146933,275994,45.78,08:00,17:15,72.22,100.0,75.27,83.29,37.63,43.02,3575.29,960.0,2001.26,17,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,8.2,non,non,small,100.0
73030,431108,46.75,08:00,23:15,45.63,64.66,50.63,69.23,46.96,52.53,1729.6,1425.53,1092.69,40,wordfence,0,0,0,0,0,0,1,8.2,non,non,performance,100.0
105385,303378,13.02,12:30,22:15,56.04,95.09,63.46,91.79,52.14,56.08,2391.81,1050.29,1509.63,41,elementor,0,1,0,0,0,0,0,8.0,oui,oui,performance,26.9125
149460,821537,48.26,09:00,22:00,73.46,100.0,97.0,100.0,45.68,50.35,3588.15,2305.2,2205.27,78,"woocommerce,wpml,jetpack",1,0,1,1,0,0,0,7.4,oui,non,performance,100.0
129341,285666,6.07,07:15,17:45,59.91,100.0,64.81,79.38,47.49,100.0,3017.91,983.39,1757.64,15,jetpack,0,0,0,1,0,0,0,8.1,oui,non,medium,48.4075
53179,316466,1.04,08:30,21:30,49.87,68.69,48.59,91.58,55.46,62.39,1296.34,1072.2,814.26,34,"woocommerce,elementor,jetpack,wordfence",1,1,0,1,0,0,1,8.1,oui,non,medium,76.7943
79911,119784,78.12,08:30,21:30,39.16,100.0,61.56,69.59,41.25,72.23,1910.37,522.77,1162.56,33,"woocommerce,buddypress",1,0,0,0,1,0,0,8.2,non,non,medium,100.0
123398,291591,33.74,06:15,16:15,64.69,83.33,59.92,69.29,10.87,42.66,2970.05,1005.28,1632.21,8,woocommerce,1,0,0,0,0,0,0,8.2,oui,oui,small,55.245
75064,229311,36.36,07:00,22:15,32.75,52.49,50.44,67.53,45.47,50.4,1757.72,846.6,1082.52,31,yoast,0,0,0,0,0,1,0,8.2,oui,non,medium,63.9591
41616,251802,46.24,06:15,23:00,38.15,58.34,33.09,59.22,64.3,66.26,1017.67,907.82,633.22,25,jetpack,0,0,0,1,0,0,0,8.3,oui,oui,medium,27.9026
79317,389145,54.54,11:15,15:45,44.68,59.76,59.96,78.71,54.04,75.45,1742.44,1288.53,1188.46,41,elementor,0,1,0,0,0,0,0,8.3,oui,oui,small,32.6219
3809,8187,81.89,07:00,22:00,14.79,30.85,43.23,66.13,54.46,58.63,247.99,73.12,227.7,58,woocommerce,1,0,0,0,0,0,0,8.1,non,non,small,100.0
132138,847818,73.37,12:00,19:30,68.0,78.99,81.26,100.0,44.26,60.51,3161.9,2385.21,1898.57,44,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,non,small,64.0123
89035,236299,11.48,11:15,21:45,44.58,64.66,70.35,100.0,42.68,53.7,2258.67,889.53,1281.59,27,"woocommerce,elementor,wpml",1,1,1,0,0,0,0,8.1,non,non,medium,87.7558
38436,167301,32.81,08:00,17:00,5.0,28.65,50.73,66.37,75.16,100.0,825.27,640.43,666.22,55,"jetpack,yoast,wordfence",0,0,0,1,0,1,1,8.2,oui,oui,medium,63.5572
71928,108104,21.5,11:45,22:45,45.71,70.0,51.03,73.37,52.39,59.69,1660.64,469.04,991.72,18,"woocommerce,elementor",1,1,0,0,0,0,0,8.0,oui,oui,medium,35.2125
4786,27042,25.17,06:30,21:45,11.21,23.81,23.63,42.81,37.81,46.14,102.81,149.62,117.19,22,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,7.4,non,oui,small,80.1887
118012,674240,70.4,12:30,15:15,73.89,100.0,80.61,99.03,45.42,53.59,2867.32,1975.48,1699.46,57,jetpack,0,0,0,1,0,0,0,8.2,oui,oui,medium,60.9592
79659,300254,66.96,12:45,21:00,56.03,86.32,53.19,68.81,65.74,67.27,1898.81,1093.96,1141.45,7,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,non,medium,65.7544
672,2416,19.22,12:45,17:30,5.0,26.21,44.76,55.41,40.38,45.71,107.54,69.59,98.92,25,"woocommerce,jetpack",1,0,0,1,0,0,0,8.1,oui,non,small,42.1214
68979,378412,37.01,10:45,23:30,28.22,53.02,27.97,60.87,18.57,57.39,1805.75,1247.83,941.32,1,"elementor,jetpack",0,1,0,1,0,0,0,7.4,oui,oui,medium,33.0823
10630,21118,43.73,11:30,20:30,30.15,48.26,24.66,37.36,55.64,66.33,361.67,155.92,179.55,18,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,8.1,oui,non,small,54.405
58105,306878,81.58,08:15,23:30,27.17,49.47,59.27,67.33,40.9,41.12,1362.22,1124.63,960.63,71,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,non,non,small,100.0
128959,752288,4.91,12:45,15:45,62.25,78.88,76.61,89.8,41.81,44.03,3118.64,2170.76,1830.57,43,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,7.4,oui,oui,medium,64.8682
98110,444918,3.8,10:45,21:30,45.9,56.24,62.45,73.56,9.15,12.98,2261.79,1411.41,1290.94,4,buddypress,0,0,0,0,1,0,0,8.1,oui,oui,performance,47.023
72151,184777,56.54,12:00,19:00,39.1,49.17,35.93,45.45,47.11,48.52,1741.22,689.9,975.02,5,"wpml,jetpack",0,0,1,1,0,0,0,8.0,oui,non,medium,58.5332
76786,207909,28.64,12:30,22:45,51.19,92.52,58.53,68.09,72.56,74.3,1745.01,778.03,1168.64,53,"woocommerce,jetpack",1,0,0,1,0,0,0,8.1,non,non,medium,100.0
75981,284401,44.55,08:15,20:30,35.24,85.16,39.09,50.01,6.93,10.07,1844.98,1004.16,1017.31,1,wordfence,0,0,0,0,0,0,1,8.0,non,oui,medium,73.0658
14646,79917,61.09,07:45,23:30,13.9,45.57,30.82,43.4,8.09,19.79,305.14,353.72,240.04,6,,0,0,0,0,0,0,0,7.4,oui,oui,medium,38.9346
33805,72505,4.85,06:45,23:30,35.55,49.96,57.93,74.46,78.44,84.66,902.17,391.67,654.61,71,"woocommerce,jetpack",1,0,0,1,0,0,0,8.1,non,oui,performance,95.9055
122481,159092,53.66,08:15,17:00,57.86,75.15,66.48,77.7,56.64,69.11,3061.92,685.09,1727.48,30,"wpml,jetpack,buddypress,yoast",0,0,1,1,1,1,0,8.1,oui,oui,medium,50.7111
138892,883801,80.05,06:00,20:00,79.09,100.0,97.0,100.0,46.12,51.05,3337.95,2474.59,2051.91,76,"elementor,jetpack,buddypress",0,1,0,1,1,0,0,8.1,non,non,small,100.0
21896,73718,2.5,12:30,18:15,23.53,45.75,53.45,79.12,49.17,74.33,629.02,379.78,469.06,54,"woocommerce,elementor",1,1,0,0,0,0,0,8.1,non,non,performance,97.2807
137168,693719,83.58,12:00,17:30,69.03,81.34,74.96,94.83,33.87,37.85,3254.38,2023.8,1901.98,31,"jetpack,wordfence",0,0,0,1,0,0,1,8.2,non,oui,medium,100.0
4595,20120,7.75,12:30,20:45,9.7,46.72,58.34,74.14,46.37,66.49,220.97,140.02,212.76,67,"wpml,jetpack",0,0,1,1,0,0,0,8.1,oui,oui,performance,45.9652
77528,406284,2.4,08:00,20:30,45.83,56.94,43.49,55.19,29.08,30.51,1725.69,1349.48,1059.44,18,"elementor,wpml,jetpack",0,1,1,1,0,0,0,8.2,oui,non,medium,55.5343
124128,204262,53.47,10:15,18:15,68.43,81.9,70.73,79.85,40.27,47.17,2928.98,783.73,1727.77,26,"jetpack,buddypress",0,0,0,1,1,0,0,8.0,oui,oui,small,36.2349
32712,173325,15.17,08:30,19:30,17.86,28.1,37.55,48.58,63.46,74.15,741.38,681.86,479.39,14,"buddypress,yoast",0,0,0,0,1,1,0,8.0,oui,non,small,44.9359
142340,833136,4.75,07:30,20:15,62.12,79.29,77.67,100.0,42.81,60.98,3569.23,2367.86,1958.0,13,"elementor,jetpack,buddypress",0,1,0,1,1,0,0,8.3,non,non,performance,100.0
147420,226075,28.21,10:00,22:15,65.37,83.87,97.0,100.0,55.61,63.12,3639.99,870.65,2172.4,78,"jetpack,wordfence",0,0,0,1,0,0,1,8.1,oui,non,medium,90.9403
63703,240903,28.58,08:00,23:00,46.38,62.78,45.41,66.45,35.5,43.92,1361.41,914.15,871.29,9,buddypress,0,0,0,0,1,0,0,8.1,oui,non,small,36.861
133874,761538,34.35,09:15,15:30,68.09,82.54,93.52,100.0,32.67,44.4,3260.8,2178.91,1962.9,59,jetpack,0,0,0,1,0,0,0,8.2,non,non,medium,100.0
11928,52974,66.49,10:30,23:00,29.14,42.3,40.02,64.79,36.98,38.48,221.41,257.47,265.61,28,"elementor,jetpack",0,1,0,1,0,0,0,8.0,oui,non,small,72.2217
78236,184518,29.42,12:30,15:00,49.23,75.98,75.92,98.33,19.6,25.71,1647.6,730.23,1226.25,58,jetpack,0,0,0,1,0,0,0,8.3,oui,non,medium,48.793
43913,97874,8.9,12:30,23:15,29.12,41.06,68.5,96.61,51.92,64.26,988.64,421.6,750.51,74,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,oui,non,small,50.866
93979,249469,80.64,06:45,23:15,47.49,59.3,58.88,73.03,20.29,28.18,2296.14,944.51,1295.8,10,elementor,0,1,0,0,0,0,0,8.2,oui,non,medium,68.8588
37639,161868,32.25,12:15,18:30,31.87,44.9,59.95,77.69,71.71,71.84,881.68,710.66,684.65,74,jetpack,0,0,0,1,0,0,0,8.1,non,oui,small,71.6878
65978,337171,6.55,12:45,23:30,29.9,70.68,72.14,82.54,63.21,66.32,1584.81,1154.85,1069.7,80,jetpack,0,0,0,1,0,0,0,8.0,oui,non,performance,75.413
109778,475367,60.67,07:30,21:30,49.08,62.08,83.91,100.0,64.02,99.83,2527.79,1515.94,1632.24,68,,0,0,0,0,0,0,0,8.3,oui,oui,medium,83.9693
30948,121122,60.53,10:45,15:45,17.12,35.97,57.64,70.11,36.21,55.77,972.28,551.71,579.18,56,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.0,oui,oui,performance,55.2062
126316,402012,64.77,07:15,22:00,65.28,90.8,82.84,100.0,49.41,57.43,3167.29,1297.93,1817.89,55,"wpml,wordfence",0,0,1,0,0,0,1,8.3,oui,non,medium,90.9818
102234,165449,55.97,07:45,21:30,39.78,54.17,81.02,91.19,52.92,63.94,2380.69,671.72,1554.61,75,elementor,0,1,0,0,0,0,0,8.1,oui,non,medium,62.779
37643,218756,44.43,07:00,20:45,35.48,53.65,74.51,100.0,30.87,72.78,934.82,796.23,701.51,77,"elementor,wpml",0,1,1,0,0,0,0,8.2,oui,non,medium,81.3694
100387,208364,54.62,09:15,21:45,49.79,79.1,61.87,75.0,41.84,55.87,2513.29,794.56,1470.83,52,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,oui,medium,54.8192
47720,193350,40.54,07:00,15:00,30.6,52.89,26.26,37.07,18.67,50.29,1173.97,766.1,660.75,6,"woocommerce,elementor,jetpack,buddypress",1,1,0,1,1,0,0,8.2,oui,non,medium,48.7001
82122,493187,27.06,07:30,20:45,48.52,77.21,52.21,69.25,41.35,42.55,1848.85,1552.98,1153.35,31,wordfence,0,0,0,0,0,0,1,8.1,oui,non,medium,65.2502
91571,161772,76.15,09:30,20:30,41.61,63.49,81.5,98.3,48.36,53.53,2194.71,649.53,1366.48,48,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,non,performance,52.0553
122176,407758,41.58,09:15,16:45,63.66,79.91,68.68,81.34,64.12,75.48,2982.61,1294.15,1677.52,24,"elementor,wordfence",0,1,0,0,0,0,1,8.2,non,oui,small,99.5861
52304,95419,44.88,09:30,21:15,37.56,60.37,60.92,80.34,64.98,100.0,1227.17,428.83,894.49,71,"wpml,jetpack",0,0,1,1,0,0,0,8.0,oui,non,performance,87.328
67803,342100,57.76,12:45,17:45,36.76,67.87,69.09,90.48,9.43,14.19,1427.99,1175.41,1027.53,41,jetpack,0,0,0,1,0,0,0,7.4,oui,non,performance,52.6564
66411,307756,57.56,08:30,18:00,33.93,47.73,64.76,100.0,30.6,35.83,1587.58,1133.79,997.73,42,wpml,0,0,1,0,0,0,0,8.0,oui,non,medium,48.5206
129145,421156,11.35,08:30,17:45,60.57,89.8,95.75,100.0,51.33,62.2,3075.92,1378.36,1930.9,71,woocommerce,1,0,0,0,0,0,0,8.1,oui,oui,performance,55.5415
126277,679259,63.34,12:15,15:30,66.6,78.24,67.81,100.0,37.56,58.24,3119.74,1987.14,1707.98,20,"elementor,jetpack",0,1,0,1,0,0,0,8.0,oui,oui,medium,53.2475
32592,206969,1.05,07:45,20:30,30.03,56.22,24.85,59.97,41.23,45.01,753.81,773.41,475.83,9,"woocommerce,jetpack",1,0,0,1,0,0,0,8.1,oui,non,medium,53.2096
15832,78489,55.51,06:45,23:45,27.19,38.8,41.77,60.52,7.75,25.02,521.5,356.23,287.14,37,"elementor,wpml,buddypress",0,1,1,0,1,0,0,7.4,non,non,performance,100.0
